,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
363,28.08.09  - Napoli: Turisti gay aggrediti in centro storico. Insultati e picchiati da un gruppo di giovani," 28.08.09  - Napoli: Turisti gay aggrediti in centro storico. Insultati e picchiati da un gruppo di giovani
Una coppia gay di turisti è stata aggredita da un branco di ragazzi a piazza Dante, nel centro storico di Napoli. Vittime dell’episodio di violenza a sfondo omofobo sono un armeno di 25 anni e uno svizzero di 30, che hanno denunciato alla polizia l’attacco.",/antifa/article/2766/napoli-turisti-gay-aggrediti-in-centro-storico-insultati-e-picchiati-da-un-gruppo-di-giovani,2009-08-28,2009,8,28,08-28,-,Napoli
364," 28.08.09  - Il circolo Mario Mieli denuncia: ""Nella notte del 19 agosto picchiato un cantautore gay"""," 28.08.09  - Il circolo Mario Mieli denuncia: ""Nella notte del 19 agosto picchiato un cantautore gay""
Un altro atto di aggressione ai danni di un omosessuale nella capitale. Lo denuncia il circolo di Cultura omosessuale Mario Mieli. ",/antifa/article/2765/il-circolo-mario-mieli-denuncia-nella-notte-del-19-agosto-picchiato-un-cantautore-gay,2009-08-28,2009,8,28,08-28,-,Roma
365," 26.08.09  - Roma Fiamme al Qube, ""Attacco omofobo"""," 26.08.09  - Roma Fiamme al Qube, ""Attacco omofobo""
La scorsa notte la discoteca Qube, sede delle serate Muccassassina, la più importante festa gay, lesbica e transessuale della capitale, è stata presa di mira da ignoti che hanno infranto i vetri dell’entrata e gettato liquido infiammabile. ",/antifa/article/2761/roma-fiamme-al-qube-attacco-omofobo,2009-08-26,2009,8,26,08-26,-,Roma
366,23.08.09  - Roma: Infastidito da effusioni accoltella due gay," 23.08.09  - Roma: Infastidito da effusioni accoltella due gay
L’aggressione all’uscita del Gay Village, uno dei feriti intubato e operato d’urgenza. Il responsabile, che è fuggito, è stato denunciato per tentato omicidio",/antifa/article/2758/roma-infastidito-da-effusioni-accoltella-due-gay,2009-08-23,2009,8,23,08-23,-,Roma
367,20.08.09  - Aggressione Fascista a Manduria," 20.08.09  - Aggressione Fascista a Manduria
Il giovane solo 14enne incontra 4 giovani di estrema destra che lo circondano. Uno dei quattro lo bracca e incomincia a sferrare vari colpi al viso del giovane ragazzo provocando la rottura dello zigomo destro e l’impossibilità di aprire l’occhio destro per ben 2 giorni.",/antifa/article/2759/aggressione-fascista-a-manduria,2009-08-20,2009,8,20,08-20,-,Manduria
368," 4.07.09  - Aggressione razzista a Monteverde Nuovo, uomo del Congo picchiato e derubato"," 4.07.09  - Aggressione razzista a Monteverde Nuovo, uomo del Congo picchiato e derubato
Lo hanno bloccato e picchiato, ferendolo al volto. Poi lo hanno derubato del passapoprto passaporto e dei soldi che aveva in tasca.",/antifa/article/2716/aggressione-razzista-a-monteverde-nuovo-uomo-del-congo-picchiato-e-derubato,2009-07-04,2009,7,4,07-04,-,Monteverde Nuovo
369,2.07.09  - Pesaro Sparano a nigeriano con pistola a salve," 2.07.09  - Pesaro Sparano a nigeriano con pistola a salve
Hanno detto di avercela con i neri e gli stranieri “perché rubano il
lavoro agli italiani”, anche se nessuno di loro ha problemi di
occupazione. ",/antifa/article/2714/pesaro-sparano-a-nigeriano-con-pistola-a-salve,2009-07-02,2009,7,2,07-02,-,Pesaro
370,29.06.09  - Napoli - Aggressione fascista ad un attivista dei centri sociali," 29.06.09  - Napoli - Aggressione fascista ad un attivista dei centri sociali
In nove lo pedinano per assalirlo in metropolitana, armati di bastoni e coltelli.",/antifa/article/2713/napoli---aggressione-fascista-ad-un-attivista-dei-centri-sociali,2009-06-29,2009,6,29,06-29,-,Napoli
371," 23.06.09  - Napoli. Ragazza pestata a sangue, rischia di perdere l’occhio."," 23.06.09  - Napoli. Ragazza pestata a sangue, rischia di perdere l’occhio.
Emergenza a Napoli. Ragazza difende gruppetto di gay: pestata a sangue, ora rischia di perdere l’occhio. La folla pietrificata dalla paura, Piazza Bellini, skinheads scatenati: hanno insultato ragazzi omosessuali, solo la 27enne è intervenuta.",/antifa/article/2711/napoli-ragazza-pestata-a-sangue-rischia-di-perdere-locchio,2009-06-23,2009,6,23,06-23,-,Napoli
372,7.06.09  - Aggressione fascista ai danni di Giorgio Michelangeli," 7.06.09  - Aggressione fascista ai danni di Giorgio Michelangeli
Aggressione squadrista a Giorgio Michelangeli, figlio di Mario Michelangeli candidato alle elezioni provinciali di latina per il PdCI (Partito dei comunisti italiani).",/antifa/article/2698/aggressione-fascista-ai-danni-di-giorgio-michelangeli,2009-06-07,2009,6,7,06-07,-,Sgurgola
373," 6.06.09  - Roma, aggressione fascista picchiati due ragazzi"," 6.06.09  - Roma, aggressione fascista picchiati due ragazzi
...venivano raggiunti da due tizi vestiti di nero che li aggredivano urlandogli ‘comunisti di merda, voi e i vostri centri sociali’. Dopo una serie di percosse uno degli aggrediti riceveva anche una coltellata alla coscia.",/antifa/article/2697/roma-aggressione-fascista-picchiati-due-ragazzi,2009-06-06,2009,6,6,06-06,-,Roma
374," 3.06.09  - Verona, aggredito capo della Procura Sospetti su gruppi di estrema destra"," 3.06.09  - Verona, aggredito capo della Procura Sospetti su gruppi di estrema destra
Mario Giulio Schinaia stava rincasando nella serata di ieri dopo una festa in parrocchia quando si è accorto di essere seguito da alcuni ragazzi. Uno lo ha colpito con una bottiglia",/antifa/article/2686/verona-aggredito-capo-della-procura-sospetti-su-gruppi-di-estrema-destra,2009-06-03,2009,6,3,06-03,-,Verona
375," 23.05.09  - Capodanno Bangla, raid vandalico nella notte. Distrutte le strutture della festa"," 23.05.09  - Capodanno Bangla, raid vandalico nella notte. Distrutte le strutture della festa
Raid notturno a Villa Gordiani di una ventina di giovani che hanno distrutto tutto il materiale in allestimento per il Capodanno Bangla che inizierà domenica 24 maggio.",/antifa/article/2682/capodanno-bangla-raid-vandalico-nella-notte-distrutte-le-strutture-della-festa,2009-05-23,2009,5,23,05-23,-,Roma
376,18.05.09  - Aggressione fascista ad un nostro compagno," 18.05.09  - Aggressione fascista ad un nostro compagno  
...togliersi una maglietta con la stella rossa. Al rifiuto, Luca è stato colpito al volto, e successivamente gli è stata strappata la maglietta. i Tre non si sono fermati è gli hanno inciso a fuoco con un coltellino una svastica sul braccio.",/antifa/article/2673/aggressione-fascista-ad-un-nostro-compagno--,2009-05-18,2009,5,18,05-18,-,Roma
377,16.05.09  - Trento Aggrassione fascista a Universidiversi," 16.05.09  - Trento Aggrassione fascista a Universidiversi
un gruppo di 10-15, in cordone e tutti armati di mazza. Il gruppo si è diretto verso il luogo di Universinversi, simulando una carica ed arrivando fino al cancello della facoltà di Economia.",/antifa/article/2668/trento-aggrassione-fascista-a-universidiversi,2009-05-16,2009,5,16,05-16,-,Trento
378,10.05.09  - TRento: Aggressione omofoba e sessista presso la sede del Partito della Rifondazione Comunista," 10.05.09  - TRento: Aggressione omofoba e sessista presso la sede del Partito della Rifondazione Comunista
Questa sera si è verificato un altro, grave episodio di violenza di matrice politica, il secondo in pochi giorni in città. A farne le spese è stata in questo caso una giovane attivista del tavolo LGBTQ",/antifa/article/2663/trento-aggressione-omofoba-e-sessista-presso-la-sede-del-partito-della-rifondazione-comunista,2009-05-10,2009,5,10,05-10,-,Trento
379,7.05.09  - Trento Quattro skinhead denunciati per violenza," 7.05.09  - Trento Quattro skinhead denunciati per violenza 
Gli skin, dopo aver infastidito alcuni ragazzi, li avrebbero aggrediti a
calci e pugni. Sul posto sono intervenuti gli agenti delle volanti che,
grazie alle indicazioni degli studenti, hanno individuato e rintracciato i
presunti aggressori. ",/antifa/article/2657/trento-quattro-skinhead-denunciati-per-violenza-,2009-05-07,2009,5,7,05-07,-,Trento
380,5.05.09  - Roma: Attentato ad Acrobax," 5.05.09  - Roma: Attentato ad Acrobax
La notte tra il tre e il quattro maggio, alle 1.00 circa del mattino un gruppo di neofacscisti, ha dato fuoco alla macchina di un compagno del laboratorio occupato acrobax",/antifa/article/2655/roma-attentato-ad-acrobax,2009-05-05,2009,5,5,05-05,-,Roma
381,28.04.09  - Albano: esplodono due bombe carta," 28.04.09  - Albano: esplodono due bombe carta
Nella notte tra il 24 e 25 Aprile, durante una iniziativa di solidarietà in una vineria di Albano, vengono lanciate un paio di bombe carta che provocano due fortissime esplosioni rompendo anche alcuni vetri delle finestre delle case circostanti. ",/antifa/article/2642/albano-esplodono-due-bombe-carta,2009-04-28,2009,4,28,04-28,-,Albano
382,24.04.09  - Caccia all'immigrato a Palermo," 24.04.09  - Caccia all'immigrato a Palermo
Armato di spranga, un gruppo di ragazzi avrebbe organizzato una spedizione punitiva contro un ambulante bengalese, colpevole di essersi opposto a un tentativo di furto ai danni della sua bancarella.",/antifa/article/2628/caccia-allimmigrato-a-palermo,2009-04-24,2009,4,24,04-24,-,Palermo
383,22.04.09  - Lodi: Bombe molotov contro Comune e parrocchia," 22.04.09  - Lodi: Bombe molotov contro Comune e parrocchia
Borgo San Giovanni: “Borgo alle fiamme”, seguita da una croce celtica e dal simbolo di Forza Nuova, il movimento politico di estrema destra. È l’inquietante firma",/antifa/article/2606/lodi-bombe-molotov-contro-comune-e-parrocchia,2009-04-22,2009,4,22,04-22,-,Lodi
384,21.04.09  - Roma: nuova aggressione razzista. Un senegalese perde un occhio," 21.04.09  - Roma: nuova aggressione razzista. Un senegalese perde un occhio
L’aggressione razzista e il colpo inferto con una bottiglia di vetro rotta da Mirko Blasi, vent’anni di Tor Bella Monaca con precedenti per droga e reati contro la persona, sono entrambi dietro quelle garze bianche per le quali è davvero impossibile trovare un perché.",/antifa/article/2601/roma-nuova-aggressione-razzista-un-senegalese-perde-un-occhio,2009-04-21,2009,4,21,04-21,-,Roma
385,17.04.09  - Palermo: ennesima aggressione fascista," 17.04.09  - Palermo: ennesima aggressione fascista
La sera del 16.04.09 intorno alle 23.30, durante un’affissione per propagandare le iniziative e la mobilitazione contro il G8 di Siracusa, un gruppo di compagn* di scuole e università veniva aggredito da un gruppo di trenta ragazzi di Azione Universitaria, dell’associazione studentesca AREA 734, e di altri gruppi di destra cittadina",/antifa/article/2597/palermo-ennesima-aggressione-fascista,2009-04-17,2009,4,17,04-17,-,Palermo
386,14.04.09  - Ostia. Aggressione fascista di Casa Pound," 14.04.09  - Ostia. Aggressione fascista di Casa Pound
Militanti di Casa Pound aggrediscono a bottigliate tre giovani per sottrargli uno zaino con una toppa antifascista.",/antifa/article/2595/ostia-aggressione-fascista-di-casa-pound,2009-04-14,2009,4,14,04-14,-,Ostia
387,10.04.09  - Bassano: Attentato contro immigrati La polizia arresta 4 skinheads," 10.04.09  - Bassano: Attentato contro immigrati La polizia arresta 4 skinheads
Quattro skinheads sono stati arrestati alle prime ore di oggi dalla polizia di Stato di Vicenza perché ritenuti responsabili di un attentato nei confronti di un gruppo di immigrati.",/antifa/article/2589/bassano-attentato-contro-immigrati-la-polizia-arresta-4-skinheads,2009-04-10,2009,4,10,04-10,-,Bassano del Grappa
388,6.04.09  - Arci: Aggressione nella notte a nostro circolo," 6.04.09  - Arci: Aggressione nella notte a nostro circolo
“Questa notte a Milano si è consumato l’ennesimo gesto di violenza contro il mondo omosessuale, un’incursione al circolo Arci Toilet Club di via Ludovico il Moro 171, noto alla comunità per le sue serate gaylesbiantransgender friendly.” A denunciarlo mediante un comunicato è ArciLesbica.",/antifa/article/2586/arci-aggressione-nella-notte-a-nostro-circolo,2009-04-06,2009,4,6,04-06,-,Milano
389," 27.03.09  - Roma, aggressione a Ponte Milvio ferito un francese di 45 anni"," 27.03.09  - Roma, aggressione a Ponte Milvio ferito un francese di 45 anni
Rissa davanti a un pub nella notte tra due gruppi di persone, arrestati due uomini Secondo testimoni urlavano frasi come “Siamo la razza ariana, siamo nazionalsocialisti” ",/antifa/article/2572/roma-aggressione-a-ponte-milvio-ferito-un-francese-di-45-anni,2009-03-27,2009,3,27,03-27,-,Roma
390,18.03.09  - Napoli. Aggressione squadrista con lame alla Facoltà di giurisprudenza," 18.03.09  - Napoli. Aggressione squadrista con lame alla Facoltà di giurisprudenza
Un gruppuscolo di neofascisti appartenenti a Blocco studentesco che presidiava l’ingresso della facoltà armato di spranghe, caschi e coltelli ha provocato e aggredito compagni dell’Onda, scappando poi all’interno con la complicità di una guardia giurata. Come in molti casi, a seguire, un loro comunicato rovesciava fatti, responsabilità e possesso delle armi.",/antifa/article/2560/napoli-aggressione-squadrista-con-lame-alla-facolt-di-giurisprudenza,2009-03-18,2009,3,18,03-18,-,Napoli
391," 17.03.09  - Attentato incendiario all'occupazione ""8 marzo"""," 17.03.09  - Attentato incendiario all'occupazione ""8 marzo""
Per puro caso gli ordigni si sono fermati su di un balcone, e gli
intenti omicidi delle carogne fasciste sono rimasti frustrati. L’atto
degli “eroi” di turno è particolarmente odioso, perché puntava a colpire nel sonno famiglie inermi, la maggior parte delle quali con bambini.",/antifa/article/2555/attentato-incendiario-alloccupazione-8-marzo,2009-03-17,2009,3,17,03-17,-,Roma
392,16.03.09  - Aggressione squadrista all'università Roma Tre," 16.03.09  - Aggressione squadrista all'università Roma Tre
Agguato ad alcuni ragazzi dei collettivi univesitari da parte d ifascisti armati di caschi e bastoni, in ateneo.",/antifa/article/2551/aggressione-squadrista-alluniversit-roma-tre,2009-03-16,2009,3,16,03-16,-,Roma
393,12.03.09  - Pordenone: aggressione omofoba.," 12.03.09  - Pordenone: aggressione omofoba.
Ragazzo omosessuale, disabile, aggredito in maniera premeditata da tre uomini. Intento dichiarato all’arresto: “dare una lezione ai froci” ",/antifa/article/2545/pordenone-aggressione-omofoba,2009-03-12,2009,3,12,03-12,-,Pordenone
394," 8.03.09  - Bologna, rifiuta di dare una sigaretta: aggressione razzista contro eritreo"," 8.03.09  - Bologna, rifiuta di dare una sigaretta: aggressione razzista contro eritreo
Rapinato, picchiato e insultato con frasi razziste perché ha rifiutato di dare una sigaretta. La vittima è un eritreo di 24 anni aggredito a Bologna, in via Fioravanti, alle quattro di mattina…",/antifa/article/2542/bologna-rifiuta-di-dare-una-sigaretta-aggressione-razzista-contro-eritreo,2009-03-08,2009,3,8,03-08,-,Bologna
395," 7.03.09  - Napoli: Picchiato studente di colore. ""Urlavano sporco negro"""," 7.03.09  - Napoli: Picchiato studente di colore. ""Urlavano sporco negro""
Aggredito da due persone a colpi di cintura intorno alle due di notte all’uscita da un locale per universitari in Piazza del Gesù, nel pieno centro di Napoli. Colpito ripetutamente al volto e apostrofato dai due aggressori con frasi come ‘negro di m…’,",/antifa/article/2537/napoli-picchiato-studente-di-colore-urlavano-sporco-negro,2009-03-07,2009,3,7,03-07,-,Napoli
396,21.02.09  - Bologna: aggressione fascista in via Orfeo.," 21.02.09  - Bologna: aggressione fascista in via Orfeo. 
Durante il volantinaggio per la campagna «Chiudere CasaPound» un gruppo di fascisti assale gli attivisti con coltelli e cinghie. Altri attivisti fermati e identificati senza motivo.",/antifa/article/2518/bologna-aggressione-fascista-in-via-orfeo-,2009-02-21,2009,2,21,02-21,Q1891,Bologna
397,21.02.09  - Italia sicura: abruzzese aggredito a Bologna perchè terrone...," 21.02.09  - Italia sicura: abruzzese aggredito a Bologna perchè terrone...
Tre giovani italiani sono stati aggrediti e insultati con frasi razziste la scorsa notte davanti a un circolo Arci in via della Grada, nel centro di Bologna. Uno dei tre, un ventunenne abruzzese, è stato anche colpito con una manganellata in testa",/antifa/article/2516/italia-sicura-abruzzese-aggredito-a-bologna-perch-terrone,2009-02-21,2009,2,21,02-21,-,Bologna
